Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
1655	2500	0	2459	41	0	0	0.9836	
1656	2500	0	4918	82	-2500	0	0.9836	
1657	2500	0	2459	41	0	0	0.9836	
1658	2500	0	4918	82	-2500	0	0.9836	
1660	2500	0	4801	78	-2379	0	0.98401314	
1659	2500	0	4801	78	-2362	0	0.98416287	
1661	2500	0	2460	40	0	0	0.984	
1662	2500	0	4920	80	-2500	0	0.984	
1663	2500	0	4479	73	-2052	0	0.9839631	
1664	2500	0	4920	80	-2500	0	0.984	
1665	2500	0	4709	78	-2287	0	0.9837059	
1666	2500	0	4918	80	-2498	0	0.9839936	
1667	2500	0	3285	44	-813	0	0.986719	
1668	2500	0	4905	80	-2485	0	0.98395187	
1669	2500	0	2465	39	0	0	0.9844	
1670	2500	0	4922	78	-2500	0	0.9844	
1671	2500	0	3060	42	-602	0	0.9864603	
1672	2500	0	4912	78	-2490	0	0.98436874	
1673	2500	0	2703	41	-224	0	0.98531574	
1674	2500	0	4917	78	-2495	0	0.98438436	
1675	2500	0	2461	39	0	0	0.9844	
1676	2500	0	4922	78	-2500	0	0.9844	
1677	2500	0	2461	39	0	0	0.9844	
1678	2500	0	179	1	2320	0	0.99444443	
1679	2500	0	2461	39	0	0	0.9844	
1680	2500	0	4922	78	-2500	0	0.9844	
1681	2500	0	2461	39	0	0	0.9844	
1682	2500	0	2461	39	0	0	0.9844	
1683	2500	0	2461	39	0	0	0.9844	
1684	2500	0	2462	38	0	0	0.9848	
1685	2500	0	2462	38	0	0	0.9848	
1686	2500	0	2462	38	0	0	0.9848	
1687	2500	0	4924	76	-2500	0	0.9848	
1688	2500	0	2462	38	0	0	0.9848	
1689	2500	0	2462	38	0	0	0.9848	
1690	2500	0	2462	38	0	0	0.9848	
1691	2500	0	3280	41	-817	0	0.9876394	
1692	2500	0	4899	76	-2475	0	0.9847236	
1693	2500	0	2462	38	0	0	0.9848	
1694	2500	0	2462	38	0	0	0.9848	
1695	2500	0	2462	38	0	0	0.9848	
1696	2500	0	2462	38	0	0	0.9848	
1697	2500	0	2462	38	0	0	0.9848	
1698	2500	0	2462	38	0	0	0.9848	
1699	2500	0	2462	38	0	0	0.9848	
1700	2500	0	2462	38	0	0	0.9848	
1701	2500	0	2462	38	0	0	0.9848	
1702	2500	0	2462	38	0	0	0.9848	
1703	2500	0	2462	38	0	0	0.9848	
1704	2500	0	2462	38	0	0	0.9848	
1705	2500	0	2462	38	0	0	0.9848	
1706	2500	0	2462	38	0	0	0.9848	
1707	2500	0	2462	38	0	0	0.9848	
1708	2500	0	2463	37	0	0	0.9852	
1709	2500	0	2463	37	0	0	0.9852	
1710	2500	0	2463	37	0	0	0.9852	
1711	2500	0	2463	37	0	0	0.9852	
1712	2500	0	2464	36	0	0	0.9856	
1713	2500	0	2465	35	0	0	0.986	
1714	2500	0	2465	35	0	0	0.986	
1715	2500	0	2465	35	0	0	0.986	
1716	2500	0	2465	35	0	0	0.986	
1717	2500	0	2465	35	0	0	0.986	
1718	2500	0	2465	35	0	0	0.986	
1719	2500	0	2465	35	0	0	0.986	
1720	2500	0	2465	35	0	0	0.986	
1721	2500	0	2465	35	0	0	0.986	
1722	2500	0	2465	35	0	0	0.986	
1723	2500	0	2465	35	0	0	0.986	
1724	2500	0	2465	35	0	0	0.986	
1725	2500	0	2465	35	0	0	0.986	
1726	2500	0	2465	35	0	0	0.986	
1727	2500	0	2465	35	0	0	0.986	
1728	2500	0	2465	35	0	0	0.986	
1729	2500	0	2465	35	0	0	0.986	
1730	2500	0	2465	35	0	0	0.986	
1731	2500	0	2465	35	0	0	0.986	
1732	2500	0	2465	35	0	0	0.986	
1733	2500	0	2465	35	0	0	0.986	
1734	2500	0	2465	35	0	0	0.986	
1735	2500	0	2465	35	0	0	0.986	
1736	2500	0	2465	35	0	0	0.986	
1737	2500	0	2465	35	0	0	0.986	
1738	2500	0	2465	35	0	0	0.986	
1739	2500	0	2465	35	0	0	0.986	
1740	2500	0	2465	35	0	0	0.986	
1741	2500	0	2465	35	0	0	0.986	
1742	2500	0	2465	35	0	0	0.986	
1743	2500	0	2465	35	0	0	0.986	
1744	2500	0	2465	35	0	0	0.986	
1745	2500	0	2465	35	0	0	0.986	
1746	2500	0	2465	35	0	0	0.986	
1747	2500	0	2466	34	0	0	0.9864	
1748	2500	0	2466	34	0	0	0.9864	
1749	2500	0	2466	34	0	0	0.9864	
1750	2500	0	2467	33	0	0	0.9868	
1751	2500	0	2467	33	0	0	0.9868	
1752	2500	0	2467	33	0	0	0.9868	
1753	2500	0	2467	33	0	0	0.9868	
1754	2500	0	2467	33	0	0	0.9868	
1755	2500	0	2468	32	0	0	0.9872	
1756	2500	0	2468	32	0	0	0.9872	
1757	2500	0	2468	32	0	0	0.9872	
1758	2500	0	2468	32	0	0	0.9872	
1759	2500	0	2469	31	0	0	0.9876	
1760	2500	0	2469	31	0	0	0.9876	
1761	2500	0	2469	31	0	0	0.9876	
1762	2500	0	2469	31	0	0	0.9876	
1763	2500	0	2469	31	0	0	0.9876	
1764	2500	0	2469	31	0	0	0.9876	
1765	2500	0	2469	31	0	0	0.9876	
1766	2500	0	2469	31	0	0	0.9876	
1767	2500	0	2469	31	0	0	0.9876	
1768	2500	0	2469	31	0	0	0.9876	
1769	2500	0	2469	31	0	0	0.9876	
1770	2500	0	2469	31	0	0	0.9876	
1771	2500	0	2469	31	0	0	0.9876	
1772	2500	0	2471	29	0	0	0.9884	
1773	2500	0	2471	29	0	0	0.9884	
1774	2500	0	2471	29	0	0	0.9884	
1775	2500	0	2471	29	0	0	0.9884	
1776	2500	0	2471	29	0	0	0.9884	
1777	2500	0	2471	29	0	0	0.9884	
1778	2500	0	2471	29	0	0	0.9884	
1779	2500	0	2471	29	0	0	0.9884	
1780	2500	0	2471	29	0	0	0.9884	
1781	2500	0	2471	29	0	0	0.9884	
1782	2500	0	2471	29	0	0	0.9884	
1783	2500	0	2471	29	0	0	0.9884	
1784	2500	0	2471	29	0	0	0.9884	
1785	2500	0	2472	28	0	0	0.9888	
1786	2500	0	2472	28	0	0	0.9888	
1787	2500	0	2472	28	0	0	0.9888	
1788	2500	0	2472	28	0	0	0.9888	
1789	2500	0	2472	28	0	0	0.9888	
1790	2500	0	2472	28	0	0	0.9888	
1791	2500	0	2472	28	0	0	0.9888	
1792	2500	0	2472	28	0	0	0.9888	
1793	2500	0	2472	28	0	0	0.9888	
1794	2500	0	2472	28	0	0	0.9888	
1795	2500	0	2472	28	0	0	0.9888	
1796	2500	0	2472	28	0	0	0.9888	
1797	2500	0	2472	28	0	0	0.9888	
1798	2500	0	2472	28	0	0	0.9888	
1799	2500	0	2472	28	0	0	0.9888	
1800	2500	0	2472	28	0	0	0.9888	
1801	2500	0	2472	28	0	0	0.9888	
1802	2500	0	2472	28	0	0	0.9888	
1803	2500	0	2472	28	0	0	0.9888	
1804	2500	0	2472	28	0	0	0.9888	
1805	2500	0	2472	28	0	0	0.9888	
1806	2500	0	2472	28	0	0	0.9888	
1807	2500	0	2472	28	0	0	0.9888	
1808	2500	0	2472	28	0	0	0.9888	
1809	2500	0	2472	28	0	0	0.9888	
1810	2500	0	2472	28	0	0	0.9888	
1811	2500	0	2472	28	0	0	0.9888	
1812	2500	0	2472	28	0	0	0.9888	
1813	2500	0	2472	28	0	0	0.9888	
1814	2500	0	2472	28	0	0	0.9888	
1815	2500	0	2472	28	0	0	0.9888	
1816	2500	0	2472	28	0	0	0.9888	
1817	2500	0	2472	28	0	0	0.9888	
1818	2500	0	2472	28	0	0	0.9888	
1819	2500	0	2472	28	0	0	0.9888	
1820	2500	0	2472	28	0	0	0.9888	
1821	2500	0	2472	28	0	0	0.9888	
1822	2500	0	2472	28	0	0	0.9888	
1823	2500	0	2472	28	0	0	0.9888	
1824	2500	0	2472	28	0	0	0.9888	
1825	2500	0	2472	28	0	0	0.9888	
1826	2500	0	2472	28	0	0	0.9888	
1827	2500	0	2472	28	0	0	0.9888	
1828	2500	0	2472	28	0	0	0.9888	
1829	2500	0	2472	28	0	0	0.9888	
1830	2500	0	2472	28	0	0	0.9888	
1831	2500	0	2472	28	0	0	0.9888	
1832	2500	0	2472	28	0	0	0.9888	
1833	2500	0	2472	28	0	0	0.9888	
1834	2500	0	2472	28	0	0	0.9888	
1835	2500	0	2472	28	0	0	0.9888	
1836	2500	0	2472	28	0	0	0.9888	
1837	2500	0	2472	28	0	0	0.9888	
1838	2500	0	2472	28	0	0	0.9888	
1839	2500	0	2472	28	0	0	0.9888	
1840	2500	0	2472	28	0	0	0.9888	
1841	2500	0	2472	28	0	0	0.9888	
1842	2500	0	2472	28	0	0	0.9888	
1843	2500	0	2472	28	0	0	0.9888	
1844	2500	0	2472	28	0	0	0.9888	
1845	2500	0	2472	28	0	0	0.9888	
1846	2500	0	2472	28	0	0	0.9888	
1847	2500	0	2472	28	0	0	0.9888	
1848	2500	0	2472	28	0	0	0.9888	
1849	2500	0	2472	28	0	0	0.9888	
1850	2500	0	2472	28	0	0	0.9888	
1851	2500	0	2472	28	0	0	0.9888	
1852	2500	0	2472	28	0	0	0.9888	
1853	2500	0	2472	28	0	0	0.9888	
1854	2500	0	2472	28	0	0	0.9888	
1855	2500	0	2472	28	0	0	0.9888	
1856	2500	0	2472	28	0	0	0.9888	
1857	2500	0	2472	28	0	0	0.9888	
1858	2500	0	2472	28	0	0	0.9888	
1859	2500	0	2472	28	0	0	0.9888	
1860	2500	0	2472	28	0	0	0.9888	
1861	2500	0	2472	28	0	0	0.9888	
1862	2500	0	2472	28	0	0	0.9888	
1863	2500	0	2472	28	0	0	0.9888	
1864	2500	0	2472	28	0	0	0.9888	
1865	2500	0	2472	28	0	0	0.9888	
1866	2500	0	2472	28	0	0	0.9888	
1867	2500	0	2472	28	0	0	0.9888	
1868	2500	0	2472	28	0	0	0.9888	
1869	2500	0	2472	28	0	0	0.9888	
1870	2500	0	2472	28	0	0	0.9888	
1871	2500	0	2472	28	0	0	0.9888	
1872	2500	0	2472	28	0	0	0.9888	
1873	2500	0	2472	28	0	0	0.9888	
1874	2500	0	2472	28	0	0	0.9888	
1875	2500	0	2472	28	0	0	0.9888	
1876	2500	0	2472	28	0	0	0.9888	
1877	2500	0	2473	27	0	0	0.9892	
1878	2500	0	2473	27	0	0	0.9892	
1879	2500	0	2473	27	0	0	0.9892	
1880	2500	0	2473	27	0	0	0.9892	
1881	2500	0	2473	27	0	0	0.9892	
1882	2500	0	2473	27	0	0	0.9892	
1883	2500	0	2473	27	0	0	0.9892	
1884	2500	0	2473	27	0	0	0.9892	
1885	2500	0	2473	27	0	0	0.9892	
1886	2500	0	2473	27	0	0	0.9892	
1887	2500	0	2473	27	0	0	0.9892	
1888	2500	0	2473	27	0	0	0.9892	
1889	2500	0	2473	27	0	0	0.9892	
1890	2500	0	2473	27	0	0	0.9892	
1891	2500	0	2473	27	0	0	0.9892	
1892	2500	0	2473	27	0	0	0.9892	
1893	2500	0	2473	27	0	0	0.9892	
1894	2500	0	2473	27	0	0	0.9892	
1895	2500	0	2473	27	0	0	0.9892	
1896	2500	0	2474	26	0	0	0.9896	
1897	2500	0	2474	26	0	0	0.9896	
1898	2500	0	2474	26	0	0	0.9896	
1899	2500	0	2474	26	0	0	0.9896	
1900	2500	0	2474	26	0	0	0.9896	
1901	2500	0	2474	26	0	0	0.9896	
1902	2500	0	2474	26	0	0	0.9896	
1903	2500	0	2474	26	0	0	0.9896	
1904	2500	0	2474	26	0	0	0.9896	
1905	2500	0	2474	26	0	0	0.9896	
1906	2500	0	2474	26	0	0	0.9896	
1907	2500	0	2474	26	0	0	0.9896	
1908	2500	0	2474	26	0	0	0.9896	
1909	2500	0	2474	26	0	0	0.9896	
1910	2500	0	2474	26	0	0	0.9896	
1911	2500	0	2474	26	0	0	0.9896	
1912	2500	0	2474	26	0	0	0.9896	
1913	2500	0	2474	26	0	0	0.9896	
1914	2500	0	2474	26	0	0	0.9896	
1915	2500	0	2474	26	0	0	0.9896	
1916	2500	0	2474	26	0	0	0.9896	
1917	2500	0	2474	26	0	0	0.9896	
1918	2500	0	2474	26	0	0	0.9896	
1919	2500	0	2474	26	0	0	0.9896	
1920	2500	0	2474	26	0	0	0.9896	
1921	2500	0	2474	26	0	0	0.9896	
1922	2500	0	2474	26	0	0	0.9896	
1923	2500	0	2474	26	0	0	0.9896	
1924	2500	0	2474	26	0	0	0.9896	
1925	2500	0	2474	26	0	0	0.9896	
1926	2500	0	2474	26	0	0	0.9896	
1927	2500	0	2474	26	0	0	0.9896	
1928	2500	0	2474	26	0	0	0.9896	
1929	2500	0	2474	26	0	0	0.9896	
1930	2500	0	2474	26	0	0	0.9896	
1931	2500	0	2474	26	0	0	0.9896	
1932	2500	0	2474	26	0	0	0.9896	
1933	2500	0	2474	26	0	0	0.9896	
1934	2500	0	2474	26	0	0	0.9896	
1935	2500	0	2474	26	0	0	0.9896	
1936	2500	0	2474	26	0	0	0.9896	
1937	2500	0	2474	26	0	0	0.9896	
1938	2500	0	2474	26	0	0	0.9896	
1939	2500	0	2474	26	0	0	0.9896	
1940	2500	0	2474	26	0	0	0.9896	
1941	2500	0	2474	26	0	0	0.9896	
1942	2500	0	2474	26	0	0	0.9896	
1943	2500	0	2474	26	0	0	0.9896	
1944	2500	0	2474	26	0	0	0.9896	
1945	2500	0	2474	26	0	0	0.9896	
1946	2500	0	2474	26	0	0	0.9896	
1947	2500	0	2474	26	0	0	0.9896	
1948	2500	0	2474	26	0	0	0.9896	
1949	2500	0	2474	26	0	0	0.9896	
1950	2500	0	2474	26	0	0	0.9896	
1951	2500	0	2474	26	0	0	0.9896	
1952	2500	0	2474	26	0	0	0.9896	
1953	2500	0	2474	26	0	0	0.9896	
1954	2500	0	2475	25	0	0	0.99	
1955	2500	0	2476	24	0	0	0.9904	
1956	2500	0	2476	24	0	0	0.9904	
1957	2500	0	2476	24	0	0	0.9904	
1958	2500	0	2476	24	0	0	0.9904	
1959	2500	0	2476	24	0	0	0.9904	
1960	2500	0	2476	24	0	0	0.9904	
1961	2500	0	2476	24	0	0	0.9904	
1962	2500	0	2476	24	0	0	0.9904	
1963	2500	0	2476	24	0	0	0.9904	
1964	2500	0	2476	24	0	0	0.9904	
1965	2500	0	2476	24	0	0	0.9904	
1966	2500	0	2476	24	0	0	0.9904	
1967	2500	0	2477	23	0	0	0.9908	
1968	2500	0	2477	23	0	0	0.9908	
1969	2500	0	2477	23	0	0	0.9908	
1970	2500	0	2477	23	0	0	0.9908	
1971	2500	0	2477	23	0	0	0.9908	
1972	2500	0	2477	23	0	0	0.9908	
1973	2500	0	2477	23	0	0	0.9908	
1974	2500	0	2477	23	0	0	0.9908	
1975	2500	0	2477	23	0	0	0.9908	
1976	2500	0	2477	23	0	0	0.9908	
1977	2500	0	2477	23	0	0	0.9908	
1978	2500	0	2477	23	0	0	0.9908	
1979	2500	0	2478	22	0	0	0.9912	
1980	2500	0	2478	22	0	0	0.9912	
1981	2500	0	2478	22	0	0	0.9912	
1982	2500	0	2478	22	0	0	0.9912	
1983	2500	0	2478	22	0	0	0.9912	
1984	2500	0	2478	22	0	0	0.9912	
1985	2500	0	2478	22	0	0	0.9912	
1986	2500	0	2478	22	0	0	0.9912	
1987	2500	0	2478	22	0	0	0.9912	
1988	2500	0	2478	22	0	0	0.9912	
1989	2500	0	2478	22	0	0	0.9912	
1990	2500	0	2478	22	0	0	0.9912	
1991	2500	0	2478	22	0	0	0.9912	
1992	2500	0	2478	22	0	0	0.9912	
1993	2500	0	2478	22	0	0	0.9912	
1994	2500	0	2478	22	0	0	0.9912	
1995	2500	0	2478	22	0	0	0.9912	
1996	2500	0	2478	22	0	0	0.9912	
1997	2500	0	2478	22	0	0	0.9912	
1998	2500	0	2478	22	0	0	0.9912	
1999	2500	0	2478	22	0	0	0.9912	
2000	2500	0	2478	22	0	0	0.9912	
2001	2500	0	2478	22	0	0	0.9912	
2002	2500	0	2478	22	0	0	0.9912	
2003	2500	0	2478	22	0	0	0.9912	
2004	2500	0	2478	22	0	0	0.9912	
2005	2500	0	2478	22	0	0	0.9912	
2006	2500	0	2478	22	0	0	0.9912	
2007	2500	0	2478	22	0	0	0.9912	
2008	2500	0	2478	22	0	0	0.9912	
2009	2500	0	2478	22	0	0	0.9912	
2010	2500	0	2478	22	0	0	0.9912	
2011	2500	0	2478	22	0	0	0.9912	
2012	2500	0	2478	22	0	0	0.9912	
2013	2500	0	2478	22	0	0	0.9912	
2014	2500	0	2478	22	0	0	0.9912	
2015	2500	0	2478	22	0	0	0.9912	
2016	2500	0	2478	22	0	0	0.9912	
2017	2500	0	2478	22	0	0	0.9912	
2018	2500	0	2478	22	0	0	0.9912	
2019	2500	0	2478	22	0	0	0.9912	
2020	2500	0	2478	22	0	0	0.9912	
2021	2500	0	2478	22	0	0	0.9912	
2022	2500	0	2478	22	0	0	0.9912	
2023	2500	0	2478	22	0	0	0.9912	
2024	2500	0	2478	22	0	0	0.9912	
2025	2500	0	2478	22	0	0	0.9912	
2026	2500	0	2478	22	0	0	0.9912	
2027	2500	0	2478	22	0	0	0.9912	
2028	2500	0	2478	22	0	0	0.9912	
2029	2500	0	2478	22	0	0	0.9912	
2030	2500	0	2478	22	0	0	0.9912	
2031	2500	0	2478	22	0	0	0.9912	
2032	2500	0	2478	22	0	0	0.9912	
2033	2500	0	2478	22	0	0	0.9912	
2034	2500	0	2478	22	0	0	0.9912	
2035	2500	0	2478	22	0	0	0.9912	
2036	2500	0	2478	22	0	0	0.9912	
2037	2500	0	2478	22	0	0	0.9912	
2038	2500	0	2478	22	0	0	0.9912	
2039	2500	0	2478	22	0	0	0.9912	
2040	2500	0	2478	22	0	0	0.9912	
2041	2500	0	2478	22	0	0	0.9912	
2042	2500	0	2479	21	0	0	0.9916	
2043	2500	0	2479	21	0	0	0.9916	
2044	2500	0	2479	21	0	0	0.9916	
2045	2500	0	2479	21	0	0	0.9916	
2046	2500	0	2479	21	0	0	0.9916	
2047	2500	0	2479	21	0	0	0.9916	
2048	2500	0	2479	21	0	0	0.9916	
2049	2500	0	2479	21	0	0	0.9916	
2050	2500	0	2479	21	0	0	0.9916	
2051	2500	0	2479	21	0	0	0.9916	
2052	2500	0	2479	21	0	0	0.9916	
2053	2500	0	2479	21	0	0	0.9916	
2054	2500	0	2479	21	0	0	0.9916	
2055	2500	0	2479	21	0	0	0.9916	
2056	2500	0	2479	21	0	0	0.9916	
2057	2500	0	2479	21	0	0	0.9916	
2058	2500	0	2479	21	0	0	0.9916	
2059	2500	0	2479	21	0	0	0.9916	
2060	2500	0	2479	21	0	0	0.9916	
2061	2500	0	2479	21	0	0	0.9916	
2062	2500	0	2479	21	0	0	0.9916	
2063	2500	0	2479	21	0	0	0.9916	
2064	2500	0	2479	21	0	0	0.9916	
2065	2500	0	2479	21	0	0	0.9916	
